,Company,Action,Industry,Country,tone
2941,Chevron,"['terminate', 'russian', 'nuclear', 'power', 'plant', 'project']",Energy,Finland,0
2942,CHR Hansen,"['terminate', 'the', 'licensing', 'agreements', '&', 'turn', 'over', 'its', 'equity', 'to', 'russian', 'subsidiary']",Communication Services,United States,0
2943,Crashplan (Code 42),"['terminated', 'business', 'activities', 'in', 'russia']",Industrials,Germany,0
2944,Clifford Chance,"['termination', 'of', 'export', 'ties', 'and', 'production', 'in', 'russian', 'market']",Consumer Staples,Lithuania,0
2945,Continental,"['total', 'withdrawal', 'from', 'virtually', 'all', 'russia-related', 'businesses']",Energy,United Kingdom,0
2946,Chess.com,"['totally', 'suspend', 'all', 'shipments', ',', 'services', 'and', 'maintenance', 'in', 'russia']",Industrials,Japan,2
2947,Booking com,"['transactions', 'in', 'russian', 'ruble', 'suspended']",Financials,Poland,0
2948,Cisco,"['transfer', 'russian', 'business', 'to', 'local', 'partners']",Consumer Staples,United Kingdom,0
2949,CCC,"['transfer', 'russian', 'practice', 'to', 'local', 'partners', 'and', 'counsel']",Industrials,Germany,0
2950,Charoen Pokphand Foods,"['transition', 'out', 'of', 'operations', 'in', 'russia']",Industrials,Sweden,0
2951,Всемирная конфедерация софтбола,"['unspecified', 'scaling', 'down', 'of', 'non-essential', 'operations']",Consumer Staples,United States,0
2952,Международная федерация легкой атлетики,"['unspecified', 'scaling', 'down', 'of', 'non-essential', 'operations']",Consumer Staples,United States,0
2953,Chipperfield,"['unwind', 'all', 'russian', 'business']",Materials,Germany,0
2954,Allegro,"['vaguely', 'suspend', 'some', 'operations', 'in', 'russia']",Consumer Staples,Greece,2
2955,CEX IO,"['wind', 'down', 'business', 'in', 'russia']",Financials,Germany,0
2956,Cinema 4D,"['wind', 'down', 'business', 'in', 'russia']",Information Technology,United States,0
2957,All3Media,"['wind', 'down', 'business', 'in', 'russia', 'but', 'buy', 'russian', 'debt']",Financials,United States,0
2958,Allright,"['wind', 'down', 'business', 'in', 'russia', 'but', 'buy', 'russian', 'debt']",Financials,United States,0
2959,Carl Zeiss,"['wind', 'down', 'moscow', 'office']",Industrials,United States,0
2960,Cinia,"['wind', 'down', 'operations', '&', 'liquidate', 'subsidiary']",Health Care,United States,0
2961,CBS,"['wind', 'down', 'operations', 'in', 'moscow', ';', 'local', 'partners', 'and', 'counsels', 'form', 'own', 'firm']",Industrials,United Kingdom,0
2962,Caverion,"['wind', 'down', 'russian', 'business']",Industrials,United Kingdom,0
2963,CD Projekt RED,"['wind', 'down', 'russian', 'business']",Consumer Staples,United States,0
2964,Croda International,"['wind', 'down', 'russian', 'business', 'in', '2022']",Industrials,United Kingdom,0
2965,Almi,"['wind', 'down', 'russian', 'office', ',', 'suspend', 'new', 'business', 'in', 'russia', ',', 'reduce', 'current', 'exposure', ';', 'retain', 'current', 'russian', 'clients']",Financials,Switzerland,2
2966,"CAPRI Holdings (Versace, Michael Kors, Jimmy Cho)","['wind', 'down', 'russian', 'operations']",Industrials,United Kingdom,0
2967,Carlsberg Group,"['wind', 'down', 'russian', 'operations']",Materials,Germany,0
2968,Crunchbase,"['wind', 'down', 'russian', 'operations']",Industrials,United States,0
2969,CME Group,"['wind', 'down', 'russian', 'presence']",Industrials,United States,0
2970,Baltic Exchange,"['winding', 'down', 'business', 'entirely']",Consumer Discretionary,Sweden,0
2971,Corning,"['winding', 'down', 'operations', 'in', 'russia', ';', 'terminating', 'shareholder', 'syndicate', 'agreements', 'with', 'deripaska']",Industrials,Austria,0
2972,Air Liquide,"['withdraw', 'all', 'operations', 'in', 'moscow', ';', 'stop', 'taking', 'new', 'customers', ';', 'stop', 'ads']",Communication Services,United States,0
2973,Chiesi Pharmaceuticals,"['withdraw', 'completely', 'from', 'the', 'russian', 'market']",Consumer Discretionary,Finland,0
2974,Cham Wings,"['withdraw', 'from', 'all', 'russian', 'partnerships']",Information Technology,United States,0
2975,Chemours,"['withdraw', 'from', 'russia']",Materials,Germany,0
2976,Cie Automotives,"['withdraw', 'from', 'russia']",Consumer Discretionary,Finland,0
2977,Clemessy,"['withdraw', 'from', 'russia']",Industrials,United Kingdom,0
2978,Coloplast,"['withdraw', 'from', 'russia']",Consumer Staples,Finland,0
2979,CircleCI,"['withdraw', 'from', 'russia', 'completely']",Industrials,Netherlands,0
2980,Carlsberg,"['withdraw', 'from', 'russia', 'completely', 'prior', 'to', 'aggression']",Consumer Staples,Poland,0
2981,COSCO,"['withdraw', 'from', 'russia/belarus']",Information Technology,Germany,0
2982,Teknotherm Marine HVAC sp. z o.o.,['withdrawal'],Telecom,Netherlands,0
2983,Tele 2 AB,['withdrawal'],"Energy, Oil & Gas",Germany,0
2984,Telekom Romania Mobile,['withdrawal'],Automotive,Germany,0
2985,Teleperformance,['withdrawal'],Consumer Goods & Clothing,Sweden,0
2986,Telko,['withdrawal'],Automotive,Sweden,0
2987,Tema Srl,['withdrawal'],Chemical Industry,Germany,0
2988,Template Monster,['withdrawal'],Hospitality & Real Estate,Sweden,0
2989,Tenable,['withdrawal'],Consumer Goods & Clothing,Germany,0
2990,Tenaris,['withdrawal'],Automotive,United Kingdom,0
2991,Tencent,['withdrawal'],Automotive,United Kingdom,0
2992,Tendam,['withdrawal'],Advertising & PR,United Kingdom,0
2993,Teneo,['withdrawal'],Consumer Goods & Clothing,Sweden,0
2994,Tennant,['withdrawal'],Construction & Architecture,Switzerland,0
2995,Tenneco,['withdrawal'],Food & Beverages,USA,0
2996,Tennis Australia,['withdrawal'],Agriculture,Singapore,0
2997,TEPCO,['withdrawal'],Consumer Goods & Clothing,Spain,0
2998,Teradata,['withdrawal'],Electronics,USA,0
2999,Terex Corporation,['withdrawal'],Industrial Equipment,USA,0
3000,Terrasoft,['withdrawal'],Automotive,Germany,0
3001,Terumo,['withdrawal'],Logistics & Transport,Germany,0
3002,Tesa,['withdrawal'],Metals & Mining,Ukraine,0
3003,Tesa SE,['withdrawal'],Consumer Goods & Clothing,France,0
3004,Tesco PLC,['withdrawal'],Automotive,France,0
3005,Tesla,['withdrawal'],Consumer Goods & Clothing,Switzerland,0
3006,Test.io,['withdrawal'],Pharma & Healthcare,USA,0
3007,Testbirds,['withdrawal'],Food & Beverages,USA,0
3008,Tesy,['withdrawal'],Industrial Equipment,USA,0
3009,Tether,['withdrawal'],Consumer Goods & Clothing,USA,0
3010,Tetra Pak,['withdrawal'],IT,Finland,0
3011,Teva,['withdrawal'],IT,United Kingdom,0
3012,Texas Instruments,['withdrawal'],Electronics,France,0
3013,Textron,['withdrawal'],Entertainment,USA,0
3014,TGI Fridays,['withdrawal'],Finance & Payments,Germany,0
3015,Thales/Gemalto,['withdrawal'],Pharma & Healthcare,USA,0
3016,Thawte,['withdrawal'],Engineering,Sweden,0
3017,The Anschutz Corporation,['withdrawal'],Consumer Goods & Clothing,USA,0
3018,The Atlantic Gulf & Pacific Company,['withdrawal'],Consumer Goods & Clothing,Finland,0
3019,The BMJ,['withdrawal'],Logistics & Transport,Netherlands,0
3020,The Body Shop,['withdrawal'],Industrial Equipment,Switzerland,0
3021,The Bridgestone Group,['withdrawal'],Construction & Architecture,Austria,0
3022,The China Coal Transportation and Distribution Association,['withdrawal'],Automotive,France,0
3023,The European Federation of Academies of Sciences and Humanities,['withdrawal'],Chemical Industry,Germany,0
3024,The International Ski Marathon Federation (Worldloppet),['withdrawal'],Consumer Goods & Clothing,USA,0
3025,The International Union of Railways (UIC),['withdrawal'],"Energy, Oil & Gas",France,0
3026,The Japan Shipping Exchange. Inc.,['withdrawal'],Metals & Mining,United Kingdom,0
3027,The London P&I Club,['withdrawal'],Online Trading,Finland,0
3028,The MathWorks (Matlab),['withdrawal'],"Energy, Oil & Gas",Denmark,0
3029,The Metropolitan Opera,['withdrawal'],Agriculture,USA,0
3030,The Michael Kors,['withdrawal'],Manufacturing,Germany,0
3031,The Michelin Group,['withdrawal'],Pharma & Healthcare,Finland,0
3032,The Navigator Company,['withdrawal'],Construction & Architecture,Austria,0
3033,The New York Times,['withdrawal'],Engineering,Denmark,0
3034,The Other Stories,['withdrawal'],Chemical Industry,Belgium,0
3035,The Qt Company,['withdrawal'],Manufacturing,USA,0
3036,The Standard Club Ltd,['withdrawal'],IT,Czech Republic,0
3037,The Walt Disney Company,['withdrawal'],Hospitality & Real Estate,United Kingdom,0
3038,The Washington Post,['withdrawal'],IT,USA,0
3039,The World Bank,['withdrawal'],Automotive,USA,0
3040,Theme Technologies LLC,['withdrawal'],Automotive,Finland,0
3041,Thenamaris,['withdrawal'],Metals & Mining,France,0
3042,Theoutnet.com,['withdrawal'],Food & Beverages,United Kingdom,0
3043,Thermo Fisher,['withdrawal'],"Energy, Oil & Gas",USA,0
3044,Thermo Fisher Scientific,['withdrawal'],Agriculture,USA,0
3045,THIELE,['withdrawal'],Industrial Equipment,Germany,0
3046,Thome Group,['withdrawal'],"Energy, Oil & Gas",Germany,0
3047,Thomson Reuters Corporation,['withdrawal'],Online Services,United Kingdom,0
3048,ThyssenKrupp,['withdrawal'],Food & Beverages,Switzerland,0
3049,TIBCO Software,['withdrawal'],Industrial Equipment,Germany,0
3050,TicketMaster,['withdrawal'],Chemical Industry,USA,0
3051,tickets.ru,['withdrawal'],Logistics & Transport,Netherlands,0
3052,TideOver Studios,['withdrawal'],IT,USA,0
3053,Tiefenbach Control Systems GmbH,['withdrawal'],Chemical Industry,Netherlands,0
3054,Tiens Group,['withdrawal'],Consumer Goods & Clothing,United Kingdom,0
3055,Tietoevry,['withdrawal'],Consumer Goods & Clothing,Japan,0
3056,Tiffany & Co,['withdrawal'],Online Services,Sweden,0
3057,Tikkurila,['withdrawal'],Media,Norway,0
3058,TikTok,['withdrawal'],"Energy, Oil & Gas",Japan,0
3059,Timken,['withdrawal'],Online Services,Ukraine,0
3060,Tinno Mobile,['withdrawal'],Technology,USA,0
3061,Titan Company,['withdrawal'],Electronics,Japan,0
3062,Titan International,['withdrawal'],Electronics,Germany,0
3063,tiu.ru,['withdrawal'],Online Services,France,0
3064,TJ Maxx,['withdrawal'],Electronics,Switzerland,0
3065,TKH Security,['withdrawal'],Construction & Architecture,Netherlands,0
3066,TLM,['withdrawal'],Consulting & Law,United Kingdom,0
